X,Y,Z,lon,lat,ave_ppt_mm
-89.567,30.98,0,-89.566999999999993,30.980000000000000,0.292500000000000
-89.556,31.013,0,-89.555999999999997,31.013000000000002,0.276666666666667
-89.545,31.047,0,-89.545000000000002,31.047000000000001,0.286666666666667
-89.55,30.903,0,-89.549999999999997,30.902999999999999,0.323750000000000
-89.539,30.937,0,-89.539000000000001,30.937000000000001,0.271250000000000
-89.528,30.97,0,-89.528000000000006,30.969999999999999,0.260833333333333
-89.517,31.004,0,-89.516999999999996,31.004000000000001,0.239583333333333
-89.521,30.861,0,-89.521000000000001,30.861000000000001,0.239583333333333
-89.511,30.894,0,-89.510999999999996,30.893999999999998,0.229583333333333
-89.5,30.928,0,-89.500000000000000,30.928000000000001,0.182500000000000
-89.489,30.961,0,-89.489000000000004,30.960999999999999,0.203333333333333
-89.601,30.484,0,-89.600999999999999,30.484000000000002,0.115000000000000
-89.59,30.517,0,-89.590000000000003,30.516999999999999,0.161666666666667
-89.579,30.551,0,-89.578999999999994,30.550999999999998,0.214166666666667
-89.568,30.584,0,-89.567999999999998,30.584000000000000,0.224166666666667
-89.493,30.818,0,-89.492999999999995,30.818000000000001,0.255416666666667
-89.482,30.851,0,-89.481999999999999,30.850999999999999,0.250833333333333
-89.472,30.885,0,-89.471999999999994,30.885000000000002,0.245000000000000
-89.461,30.918,0,-89.460999999999999,30.917999999999999,0.198333333333333
-89.604,30.341,0,-89.603999999999999,30.341000000000001,0.026250000000000
-89.583,30.408,0,-89.582999999999998,30.408000000000001,0.172083333333333
-89.573,30.441,0,-89.572999999999993,30.440999999999999,0.208750000000000
-89.562,30.475,0,-89.561999999999998,30.475000000000001,0.208333333333333
-89.551,30.508,0,-89.551000000000002,30.507999999999999,0.224583333333333
-89.54,30.541,0,-89.540000000000006,30.541000000000000,0.271250000000000
-89.53,30.575,0,-89.530000000000001,30.574999999999999,0.286666666666667
-89.519,30.608,0,-89.519000000000005,30.608000000000001,0.307916666666667
-89.508,30.642,0,-89.507999999999996,30.641999999999999,0.349583333333333
-89.497,30.675,0,-89.497000000000000,30.675000000000001,0.333750000000000
-89.487,30.708,0,-89.486999999999995,30.707999999999998,0.312500000000000
-89.476,30.742,0,-89.475999999999999,30.742000000000001,0.297500000000000
-89.465,30.775,0,-89.465000000000003,30.774999999999999,0.240000000000000
-89.454,30.809,0,-89.453999999999994,30.809000000000001,0.219166666666667
-89.443,30.842,0,-89.442999999999998,30.841999999999999,0.177500000000000
-89.433,30.876,0,-89.433000000000007,30.876000000000001,0.135833333333333
-89.422,30.909,0,-89.421999999999997,30.908999999999999,0.141250000000000
-89.566,30.332,0,-89.566000000000003,30.332000000000001,0.187500000000000
-89.555,30.366,0,-89.555000000000007,30.366000000000000,0.240000000000000
-89.545,30.399,0,-89.545000000000002,30.399000000000001,0.245416666666667
-89.534,30.432,0,-89.534000000000006,30.431999999999999,0.260833333333333
-89.523,30.465,0,-89.522999999999996,30.465000000000000,0.312916666666667
-89.512,30.499,0,-89.512000000000000,30.498999999999999,0.344166666666667
-89.502,30.532,0,-89.501999999999995,30.532000000000000,0.333750000000000
-89.491,30.566,0,-89.491000000000000,30.565999999999999,0.349583333333333
-89.48,30.599,0,-89.480000000000004,30.599000000000000,0.318333333333333
-89.469,30.632,0,-89.468999999999994,30.632000000000001,0.312916666666667
-89.459,30.666,0,-89.459000000000003,30.666000000000000,0.307916666666667
-89.448,30.699,0,-89.447999999999993,30.699000000000002,0.292083333333333
-89.437,30.732,0,-89.436999999999998,30.731999999999999,0.219166666666667
-89.426,30.766,0,-89.426000000000002,30.765999999999998,0.177916666666667
-89.415,30.799,0,-89.415000000000006,30.798999999999999,0.141250000000000
-89.404,30.833,0,-89.403999999999996,30.832999999999998,0.140833333333333
-89.394,30.866,0,-89.394000000000005,30.866000000000000,0.099166666666667
-89.383,30.9,0,-89.382999999999996,30.899999999999999,0.161666666666667
-89.538,30.29,0,-89.537999999999997,30.289999999999999,0.234583333333333
-89.527,30.323,0,-89.527000000000001,30.323000000000000,0.287500000000000
-89.517,30.356,0,-89.516999999999996,30.356000000000002,0.297083333333333
-89.506,30.39,0,-89.506000000000000,30.390000000000001,0.328333333333333
-89.495,30.423,0,-89.495000000000005,30.422999999999998,0.344166666666667
-89.484,30.456,0,-89.483999999999995,30.456000000000000,0.260416666666667
-89.474,30.49,0,-89.474000000000004,30.489999999999998,0.235000000000000
-89.463,30.523,0,-89.462999999999994,30.523000000000000,0.255416666666667
-89.452,30.556,0,-89.451999999999998,30.556000000000001,0.213750000000000
-89.441,30.59,0,-89.441000000000003,30.590000000000000,0.203333333333333
-89.431,30.623,0,-89.430999999999997,30.623000000000001,0.172500000000000
-89.42,30.656,0,-89.420000000000002,30.655999999999999,0.177500000000000
-89.409,30.69,0,-89.409000000000006,30.690000000000001,0.172500000000000
-89.398,30.723,0,-89.397999999999996,30.722999999999999,0.172500000000000
-89.387,30.757,0,-89.387000000000000,30.757000000000001,0.151250000000000
-89.376,30.79,0,-89.376000000000005,30.789999999999999,0.156666666666667
-89.366,30.823,0,-89.366000000000000,30.823000000000000,0.141250000000000
-89.355,30.857,0,-89.355000000000004,30.856999999999999,0.083750000000000
-89.499,30.281,0,-89.498999999999995,30.280999999999999,0.333333333333333
-89.489,30.314,0,-89.489000000000004,30.314000000000000,0.391250000000000
-89.478,30.347,0,-89.477999999999994,30.347000000000001,0.329166666666667
-89.467,30.38,0,-89.466999999999999,30.379999999999999,0.344583333333333
-89.457,30.414,0,-89.456999999999994,30.414000000000001,0.302916666666667
-89.446,30.447,0,-89.445999999999998,30.446999999999999,0.235000000000000
-89.435,30.48,0,-89.435000000000002,30.480000000000000,0.172083333333333
-89.424,30.514,0,-89.424000000000007,30.513999999999999,0.172500000000000
-89.413,30.547,0,-89.412999999999997,30.547000000000001,0.151250000000000
-89.403,30.58,0,-89.403000000000006,30.579999999999998,0.172083333333333
-89.392,30.614,0,-89.391999999999996,30.614000000000001,0.156250000000000
-89.381,30.647,0,-89.381000000000000,30.646999999999998,0.162083333333333
-89.37,30.68,0,-89.370000000000005,30.680000000000000,0.156666666666667
-89.359,30.714,0,-89.358999999999995,30.713999999999999,0.177500000000000
-89.348,30.747,0,-89.347999999999999,30.747000000000000,0.161666666666667
-89.338,30.781,0,-89.337999999999994,30.780999999999999,0.141250000000000
-89.327,30.814,0,-89.326999999999998,30.814000000000000,0.125416666666667
-89.504,30.138,0,-89.504000000000005,30.138000000000002,0.148750000000000
-89.493,30.172,0,-89.492999999999995,30.172000000000001,0.185000000000000
-89.482,30.205,0,-89.481999999999999,30.204999999999998,0.260416666666667
-89.472,30.238,0,-89.471999999999994,30.238000000000000,0.297500000000000
-89.461,30.271,0,-89.460999999999999,30.271000000000001,0.328750000000000
-89.45,30.305,0,-89.450000000000003,30.305000000000000,0.255416666666667
-89.439,30.338,0,-89.438999999999993,30.338000000000001,0.203750000000000
-89.429,30.371,0,-89.429000000000002,30.370999999999999,0.172083333333333
-89.418,30.404,0,-89.418000000000006,30.404000000000000,0.125416666666667
-89.407,30.438,0,-89.406999999999996,30.437999999999999,0.094166666666667
-89.396,30.471,0,-89.396000000000001,30.471000000000000,0.120000000000000
-89.386,30.504,0,-89.385999999999996,30.504000000000001,0.136250000000000
-89.375,30.538,0,-89.375000000000000,30.538000000000000,0.130416666666667
-89.364,30.571,0,-89.364000000000004,30.571000000000002,0.109583333333333
-89.353,30.604,0,-89.352999999999994,30.603999999999999,0.130416666666667
-89.342,30.638,0,-89.341999999999999,30.638000000000002,0.162083333333333
-89.331,30.671,0,-89.331000000000003,30.670999999999999,0.151250000000000
-89.32,30.704,0,-89.319999999999993,30.704000000000001,0.145833333333333
-89.31,30.738,0,-89.310000000000002,30.738000000000000,0.156666666666667
-89.299,30.771,0,-89.299000000000007,30.771000000000001,0.151250000000000
-89.476,30.096,0,-89.475999999999999,30.096000000000000,0.179583333333333
-89.465,30.129,0,-89.465000000000003,30.129000000000001,0.206250000000000
-89.455,30.162,0,-89.454999999999998,30.161999999999999,0.221250000000000
-89.444,30.196,0,-89.444000000000003,30.196000000000002,0.192500000000000
-89.433,30.229,0,-89.433000000000007,30.228999999999999,0.192916666666667
-89.422,30.262,0,-89.421999999999997,30.262000000000000,0.161666666666667
-89.412,30.295,0,-89.412000000000006,30.295000000000002,0.135833333333333
-89.401,30.329,0,-89.400999999999996,30.329000000000001,0.115000000000000
-89.39,30.362,0,-89.390000000000001,30.361999999999998,0.088750000000000
-89.379,30.395,0,-89.379000000000005,30.395000000000000,0.083750000000000
-89.369,30.428,0,-89.369000000000000,30.428000000000001,0.115000000000000
-89.358,30.462,0,-89.358000000000004,30.462000000000000,0.125416666666667
-89.347,30.495,0,-89.346999999999994,30.495000000000001,0.135833333333333
-89.336,30.528,0,-89.335999999999999,30.527999999999999,0.156666666666667
-89.325,30.562,0,-89.325000000000003,30.562000000000001,0.166666666666667
-89.314,30.595,0,-89.313999999999993,30.594999999999999,0.125416666666667
-89.303,30.628,0,-89.302999999999997,30.628000000000000,0.109583333333333
-89.293,30.662,0,-89.293000000000006,30.661999999999999,0.120416666666667
-89.282,30.695,0,-89.281999999999996,30.695000000000000,0.162083333333333
-89.271,30.728,0,-89.271000000000001,30.728000000000002,0.172500000000000
-89.26,30.762,0,-89.260000000000005,30.762000000000000,0.167500000000000
-89.438,30.087,0,-89.438000000000002,30.087000000000000,0.210833333333333
-89.427,30.12,0,-89.427000000000007,30.120000000000001,0.143333333333333
-89.416,30.153,0,-89.415999999999997,30.152999999999999,0.158750000000000
-89.405,30.186,0,-89.405000000000001,30.186000000000000,0.109583333333333
-89.395,30.22,0,-89.394999999999996,30.219999999999999,0.080833333333333
-89.384,30.253,0,-89.384000000000000,30.253000000000000,0.080833333333333
-89.373,30.286,0,-89.373000000000005,30.286000000000001,0.094166666666667
-89.362,30.319,0,-89.361999999999995,30.318999999999999,0.094166666666667
-89.352,30.353,0,-89.352000000000004,30.353000000000002,0.054583333333333
-89.341,30.386,0,-89.340999999999994,30.385999999999999,0.115000000000000
-89.33,30.419,0,-89.329999999999998,30.419000000000000,0.109583333333333
-89.319,30.452,0,-89.319000000000003,30.452000000000002,0.135833333333333
-89.308,30.486,0,-89.308000000000007,30.486000000000001,0.146250000000000
-89.297,30.519,0,-89.296999999999997,30.518999999999998,0.125000000000000
-89.287,30.552,0,-89.287000000000006,30.552000000000000,0.120000000000000
-89.276,30.586,0,-89.275999999999996,30.585999999999999,0.141250000000000
-89.265,30.619,0,-89.265000000000001,30.619000000000000,0.166666666666667
-89.254,30.652,0,-89.254000000000005,30.652000000000001,0.208750000000000
-89.243,30.686,0,-89.242999999999995,30.686000000000000,0.240416666666667
-89.232,30.719,0,-89.231999999999999,30.719000000000001,0.214166666666667
-89.221,30.752,0,-89.221000000000004,30.751999999999999,0.177500000000000
-89.41,30.044,0,-89.409999999999997,30.044000000000000,0.122500000000000
-89.399,30.077,0,-89.399000000000001,30.077000000000002,0.114583333333333
-89.388,30.111,0,-89.388000000000005,30.111000000000001,0.049583333333333
-89.378,30.144,0,-89.378000000000000,30.143999999999998,0.052083333333333
-89.367,30.177,0,-89.367000000000004,30.177000000000000,0.054583333333333
-89.356,30.21,0,-89.355999999999995,30.210000000000001,0.052083333333333
-89.345,30.243,0,-89.344999999999999,30.242999999999999,0.067500000000000
-89.335,30.277,0,-89.334999999999994,30.277000000000001,0.065000000000000
-89.324,30.31,0,-89.323999999999998,30.309999999999999,0.067916666666667
-89.313,30.343,0,-89.313000000000002,30.343000000000000,0.065416666666667
-89.302,30.376,0,-89.302000000000007,30.376000000000001,0.135833333333333
-89.291,30.41,0,-89.290999999999997,30.410000000000000,0.130416666666667
-89.281,30.443,0,-89.281000000000006,30.443000000000001,0.140833333333333
-89.27,30.476,0,-89.269999999999996,30.475999999999999,0.104583333333333
-89.259,30.51,0,-89.259000000000000,30.510000000000002,0.110000000000000
-89.248,30.543,0,-89.248000000000005,30.542999999999999,0.162083333333333
-89.237,30.576,0,-89.236999999999995,30.576000000000001,0.151666666666667
-89.226,30.61,0,-89.225999999999999,30.609999999999999,0.151666666666667
-89.215,30.643,0,-89.215000000000003,30.643000000000001,0.120416666666667
-89.204,30.676,0,-89.203999999999994,30.675999999999998,0.099166666666667
-89.193,30.71,0,-89.192999999999998,30.710000000000001,0.078333333333333
-89.182,30.743,0,-89.182000000000002,30.742999999999999,0.026250000000000
-89.361,30.068,0,-89.361000000000004,30.068000000000001,0.039166666666667
-89.35,30.101,0,-89.349999999999994,30.100999999999999,0.055000000000000
-89.339,30.135,0,-89.338999999999999,30.135000000000002,0.020833333333333
-89.329,30.168,0,-89.328999999999994,30.167999999999999,0.039166666666667
-89.318,30.201,0,-89.317999999999998,30.201000000000001,0.026250000000000
-89.307,30.234,0,-89.307000000000002,30.234000000000002,0.000000000000000
-89.296,30.267,0,-89.296000000000006,30.266999999999999,0.018333333333333
-89.285,30.301,0,-89.284999999999997,30.300999999999998,0.020833333333333
-89.275,30.334,0,-89.275000000000006,30.334000000000000,0.052500000000000
-89.264,30.367,0,-89.263999999999996,30.367000000000001,0.062916666666667
-89.253,30.4,0,-89.253000000000000,30.399999999999999,0.120000000000000
-89.242,30.434,0,-89.242000000000004,30.434000000000001,0.088750000000000
-89.231,30.467,0,-89.230999999999995,30.466999999999999,0.135416666666667
-89.22,30.5,0,-89.219999999999999,30.500000000000000,0.110000000000000
-89.209,30.534,0,-89.209000000000003,30.533999999999999,0.120416666666667
-89.198,30.567,0,-89.197999999999993,30.567000000000000,0.088750000000000
-89.187,30.6,0,-89.186999999999998,30.600000000000001,0.088750000000000
-89.176,30.633,0,-89.176000000000002,30.632999999999999,0.099166666666667
-89.165,30.667,0,-89.165000000000006,30.667000000000002,0.099166666666667
-89.154,30.7,0,-89.153999999999996,30.699999999999999,0.109583333333333
-89.312,30.092,0,-89.311999999999998,30.091999999999999,0.000000000000000
-89.301,30.125,0,-89.301000000000002,30.125000000000000,0.000000000000000
-89.29,30.158,0,-89.290000000000006,30.158000000000001,0.000000000000000
-89.279,30.192,0,-89.278999999999996,30.192000000000000,0.000000000000000
-89.269,30.225,0,-89.269000000000005,30.225000000000001,0.018333333333333
-89.258,30.258,0,-89.257999999999996,30.257999999999999,0.018333333333333
-89.247,30.291,0,-89.247000000000000,30.291000000000000,0.000000000000000
-89.236,30.324,0,-89.236000000000004,30.324000000000002,0.052500000000000
-89.225,30.358,0,-89.224999999999994,30.358000000000001,0.125416666666667
-89.214,30.391,0,-89.213999999999999,30.390999999999998,0.130416666666667
-89.203,30.424,0,-89.203000000000003,30.423999999999999,0.104166666666667
-89.192,30.458,0,-89.191999999999993,30.457999999999998,0.104166666666667
-89.181,30.491,0,-89.180999999999997,30.491000000000000,0.067916666666667
-89.17,30.524,0,-89.170000000000002,30.524000000000001,0.078333333333333
-89.16,30.557,0,-89.159999999999997,30.556999999999999,0.099166666666667
-89.149,30.591,0,-89.149000000000001,30.591000000000001,0.093750000000000
-89.138,30.624,0,-89.138000000000005,30.623999999999999,0.088750000000000
-89.127,30.657,0,-89.126999999999995,30.657000000000000,0.052083333333333
-89.116,30.691,0,-89.116000000000000,30.690999999999999,0.047083333333333
-89.104,30.724,0,-89.103999999999999,30.724000000000000,0.036666666666667
-89.263,30.116,0,-89.263000000000005,30.116000000000000,0.000000000000000
-89.252,30.149,0,-89.251999999999995,30.149000000000001,0.033750000000000
-89.241,30.182,0,-89.241000000000000,30.181999999999999,0.026250000000000
-89.23,30.215,0,-89.230000000000004,30.215000000000000,0.039166666666667
-89.219,30.249,0,-89.218999999999994,30.248999999999999,0.044166666666667
-89.208,30.282,0,-89.207999999999998,30.282000000000000,0.065416666666667
-89.197,30.315,0,-89.197000000000003,30.315000000000001,0.075833333333333
-89.187,30.348,0,-89.186999999999998,30.347999999999999,0.072916666666667
-89.176,30.382,0,-89.176000000000002,30.382000000000001,0.073333333333333
-89.165,30.415,0,-89.165000000000006,30.414999999999999,0.036666666666667
-89.154,30.448,0,-89.153999999999996,30.448000000000000,0.000000000000000
-89.143,30.481,0,-89.143000000000001,30.481000000000002,0.020833333333333
-89.132,30.515,0,-89.132000000000005,30.515000000000001,0.041666666666667
-89.121,30.548,0,-89.120999999999995,30.547999999999998,0.020833333333333
-89.11,30.581,0,-89.109999999999999,30.581000000000000,0.026250000000000
-89.099,30.615,0,-89.099000000000004,30.614999999999998,0.031250000000000
-89.088,30.648,0,-89.087999999999994,30.648000000000000,0.062500000000000
-89.077,30.681,0,-89.076999999999998,30.681000000000001,0.057500000000000
-89.066,30.715,0,-89.066000000000003,30.715000000000000,0.041666666666667
-89.203,30.173,0,-89.203000000000003,30.172999999999998,0.062500000000000
-89.192,30.206,0,-89.191999999999993,30.206000000000000,0.062500000000000
-89.181,30.239,0,-89.180999999999997,30.239000000000001,0.033750000000000
-89.17,30.272,0,-89.170000000000002,30.271999999999998,0.000000000000000
-89.159,30.306,0,-89.159000000000006,30.306000000000001,0.000000000000000
-89.148,30.339,0,-89.147999999999996,30.338999999999999,0.000000000000000
-89.137,30.372,0,-89.137000000000000,30.372000000000000,0.000000000000000
-89.126,30.405,0,-89.126000000000005,30.405000000000001,0.000000000000000
-89.115,30.439,0,-89.114999999999995,30.439000000000000,0.000000000000000
-89.104,30.472,0,-89.103999999999999,30.472000000000001,0.020833333333333
-89.093,30.505,0,-89.093000000000004,30.504999999999999,0.020833333333333
-89.082,30.538,0,-89.081999999999994,30.538000000000000,0.036666666666667
-89.071,30.572,0,-89.070999999999998,30.571999999999999,0.041666666666667
-89.06,30.605,0,-89.060000000000002,30.605000000000000,0.057500000000000
-89.049,30.638,0,-89.049000000000007,30.638000000000002,0.057500000000000
-89.038,30.672,0,-89.037999999999997,30.672000000000001,0.041666666666667
-89.027,30.705,0,-89.027000000000001,30.704999999999998,0.073333333333333
